TRACK_ID,PATH,mood_tags
track_0016665,65/16665.mp3,action	epic	inspiring	powerful	uplifting
track_0017146,46/17146.mp3,dark
track_0017148,48/17148.mp3,calm
track_0017152,52/17152.mp3,dark
track_0017155,55/17155.mp3,calm	slow
track_0017156,56/17156.mp3,calm
track_0017490,90/17490.mp3,energetic
track_0017491,91/17491.mp3,energetic
track_0017492,92/17492.mp3,energetic
track_0017493,93/17493.mp3,energetic
track_0017494,94/17494.mp3,energetic
track_0017621,21/17621.mp3,deep
track_0017623,23/17623.mp3,deep
track_0017778,78/17778.mp3,love
track_0018229,29/18229.mp3,inspiring
track_0018230,30/18230.mp3,soft
track_0018231,31/18231.mp3,relaxing	slow
track_0018232,32/18232.mp3,relaxing	soft
track_0018233,33/18233.mp3,relaxing
track_0018234,34/18234.mp3,relaxing	soft
track_0018235,35/18235.mp3,background
track_0018236,36/18236.mp3,relaxing
track_0018243,43/18243.mp3,relaxing	soft
track_0018851,51/18851.mp3,melodic
track_0019199,99/19199.mp3,meditative	space
track_0019202,02/19202.mp3,meditative	space
track_0019203,03/19203.mp3,meditative	space
track_0019205,05/19205.mp3,meditative	space
track_0019234,34/19234.mp3,melodic
track_0019235,35/19235.mp3,melodic
track_0019236,36/19236.mp3,melodic
track_0019237,37/19237.mp3,melodic
track_0019238,38/19238.mp3,melodic
track_0019239,39/19239.mp3,melodic
track_0019240,40/19240.mp3,melodic
track_0020530,30/20530.mp3,fun
track_0020531,31/20531.mp3,fun
track_0020532,32/20532.mp3,fun
track_0020533,33/20533.mp3,fun
track_0020534,34/20534.mp3,fun
track_0020535,35/20535.mp3,fun
track_0020536,36/20536.mp3,fun
track_0020537,37/20537.mp3,fun
track_0020538,38/20538.mp3,fun
track_0020740,40/20740.mp3,drama	horror
track_0020742,42/20742.mp3,adventure	nature
track_0020743,43/20743.mp3,emotional	horror
track_0020744,44/20744.mp3,horror
track_0021293,93/21293.mp3,heavy
track_0021294,94/21294.mp3,heavy
track_0021295,95/21295.mp3,heavy
track_0021296,96/21296.mp3,heavy
track_0021297,97/21297.mp3,heavy
track_0021298,98/21298.mp3,heavy
track_0021492,92/21492.mp3,funny	happy	positive	relaxing
track_0021494,94/21494.mp3,funny	happy	positive	relaxing
track_0021502,02/21502.mp3,fun	positive
track_0021506,06/21506.mp3,relaxing
track_0021509,09/21509.mp3,positive	relaxing
track_0021851,51/21851.mp3,heavy
track_0021852,52/21852.mp3,heavy
track_0021853,53/21853.mp3,heavy
track_0021854,54/21854.mp3,heavy
track_0021856,56/21856.mp3,heavy
track_0021857,57/21857.mp3,heavy
track_0021858,58/21858.mp3,heavy
track_0021859,59/21859.mp3,heavy
track_0021860,60/21860.mp3,heavy
track_0021861,61/21861.mp3,heavy
track_0021862,62/21862.mp3,heavy
track_0021983,83/21983.mp3,melancholic
track_0022101,01/22101.mp3,dark
track_0022546,46/22546.mp3,sad
track_0022547,47/22547.mp3,ballad
track_0022551,51/22551.mp3,ballad
track_0023198,98/23198.mp3,melodic
track_0023861,61/23861.mp3,melodic
track_0023862,62/23862.mp3,melodic
track_0023863,63/23863.mp3,melodic
track_0023864,64/23864.mp3,melodic
track_0023865,65/23865.mp3,melodic
track_0023866,66/23866.mp3,melodic
track_0023867,67/23867.mp3,melodic
track_0023868,68/23868.mp3,melodic
track_0023869,69/23869.mp3,melodic
track_0024017,17/24017.mp3,happy
track_0024019,19/24019.mp3,happy
track_0024022,22/24022.mp3,summer
track_0024023,23/24023.mp3,dark	space
track_0024024,24/24024.mp3,dark	space
track_0024026,26/24026.mp3,dream
track_0024238,38/24238.mp3,adventure
track_0024242,42/24242.mp3,adventure
track_0024319,19/24319.mp3,dark
track_0024835,35/24835.mp3,calm
track_0024836,36/24836.mp3,dark
track_0024837,37/24837.mp3,calm
track_0024839,39/24839.mp3,dark
track_0024842,42/24842.mp3,calm
track_0025217,17/25217.mp3,emotional
track_0025218,18/25218.mp3,emotional	film
track_0025220,20/25220.mp3,happy
track_0025221,21/25221.mp3,film	positive
track_0025222,22/25222.mp3,melancholic
track_0025223,23/25223.mp3,romantic
track_0025224,24/25224.mp3,film
track_0025225,25/25225.mp3,melancholic	sad
track_0025226,26/25226.mp3,drama	emotional
track_0025227,27/25227.mp3,inspiring
track_0025237,37/25237.mp3,happy
track_0025238,38/25238.mp3,hopeful
track_0025240,40/25240.mp3,melancholic	sad
track_0025241,41/25241.mp3,emotional
track_0025242,42/25242.mp3,documentary	drama	emotional
track_0025243,43/25243.mp3,drama	emotional
track_0025244,44/25244.mp3,children
track_0025245,45/25245.mp3,film
track_0025247,47/25247.mp3,inspiring	mellow
track_0025250,50/25250.mp3,film
track_0025251,51/25251.mp3,hopeful	motivational	uplifting
track_0025252,52/25252.mp3,film	melancholic
track_0025254,54/25254.mp3,inspiring
track_0025262,62/25262.mp3,action	documentary	space
track_0025263,63/25263.mp3,action	documentary	space
track_0025264,64/25264.mp3,action	documentary	space
track_0025266,66/25266.mp3,action	documentary	space
track_0025267,67/25267.mp3,melodic
track_0025268,68/25268.mp3,melodic
track_0025269,69/25269.mp3,melodic
track_0025270,70/25270.mp3,melodic	slow
track_0025271,71/25271.mp3,melancholic	melodic
track_0025272,72/25272.mp3,melodic
track_0025273,73/25273.mp3,funny	melodic
track_0025274,74/25274.mp3,melodic
track_0025379,79/25379.mp3,emotional
track_0025380,80/25380.mp3,melancholic	sad
track_0025381,81/25381.mp3,inspiring	uplifting
track_0025384,84/25384.mp3,epic
track_0025385,85/25385.mp3,epic	romantic
track_0025389,89/25389.mp3,inspiring
track_0025877,77/25877.mp3,romantic	slow
track_0026321,21/26321.mp3,happy	party
track_0026403,03/26403.mp3,inspiring
track_0026404,04/26404.mp3,documentary	emotional	romantic
track_0026405,05/26405.mp3,melancholic	sad
track_0026427,27/26427.mp3,melancholic	sad
track_0026428,28/26428.mp3,epic	romantic
track_0026429,29/26429.mp3,adventure
track_0026430,30/26430.mp3,epic
track_0026431,31/26431.mp3,adventure	epic	inspiring
track_0026432,32/26432.mp3,adventure	drama
track_0026433,33/26433.mp3,melancholic	sad
track_0026434,34/26434.mp3,epic
track_0026435,35/26435.mp3,inspiring
track_0026436,36/26436.mp3,inspiring
track_0026439,39/26439.mp3,melancholic	sad
track_0026827,27/26827.mp3,emotional	soft
track_0028191,91/28191.mp3,calm	happy	motivational
track_0028193,93/28193.mp3,film
track_0029862,62/29862.mp3,deep	mellow
track_0029863,63/29863.mp3,deep	mellow
track_0029864,64/29864.mp3,deep	mellow
track_0029865,65/29865.mp3,deep	mellow
track_0029866,66/29866.mp3,deep	mellow
track_0029867,67/29867.mp3,deep	mellow
track_0029868,68/29868.mp3,deep	mellow
track_0029869,69/29869.mp3,deep	mellow
track_0029870,70/29870.mp3,deep	mellow
track_0029871,71/29871.mp3,deep	mellow
track_0029872,72/29872.mp3,deep	mellow
track_0029873,73/29873.mp3,deep	mellow
track_0029959,59/29959.mp3,dark
track_0029960,60/29960.mp3,dark
track_0029961,61/29961.mp3,dark
track_0029962,62/29962.mp3,dark
track_0029963,63/29963.mp3,dark
track_0029964,64/29964.mp3,dark
track_0029965,65/29965.mp3,dark
track_0029966,66/29966.mp3,dark
track_0029967,67/29967.mp3,dark
track_0029968,68/29968.mp3,dark
track_0029969,69/29969.mp3,dark
track_0029970,70/29970.mp3,dark
track_0029971,71/29971.mp3,dark
track_0030868,68/30868.mp3,retro
track_0031207,07/31207.mp3,dream
track_0031208,08/31208.mp3,dream
track_0031209,09/31209.mp3,dream
track_0031210,10/31210.mp3,dream
track_0031517,17/31517.mp3,happy	uplifting
track_0032317,17/32317.mp3,soft
track_0032346,46/32346.mp3,groovy
track_0032538,38/32538.mp3,space
track_0033177,77/33177.mp3,melodic
track_0033178,78/33178.mp3,melodic
track_0033179,79/33179.mp3,melodic
track_0033180,80/33180.mp3,melodic
track_0033181,81/33181.mp3,melodic
track_0033182,82/33182.mp3,melodic
track_0033183,83/33183.mp3,melodic
track_0033184,84/33184.mp3,melodic
track_0033322,22/33322.mp3,emotional
track_0033323,23/33323.mp3,emotional
track_0033324,24/33324.mp3,emotional
track_0033325,25/33325.mp3,emotional
track_0033326,26/33326.mp3,emotional
track_0033327,27/33327.mp3,emotional
track_0033391,91/33391.mp3,dream
track_0033449,49/33449.mp3,emotional	relaxing
track_0033450,50/33450.mp3,emotional	relaxing
track_0033451,51/33451.mp3,emotional	relaxing
track_0033452,52/33452.mp3,emotional	relaxing
track_0033453,53/33453.mp3,emotional	relaxing
track_0033820,20/33820.mp3,children
track_0033821,21/33821.mp3,children
track_0033822,22/33822.mp3,children
track_0033823,23/33823.mp3,children
track_0033824,24/33824.mp3,children
track_0033825,25/33825.mp3,children
track_0033826,26/33826.mp3,children
track_0033827,27/33827.mp3,children
track_0033828,28/33828.mp3,children
track_0033829,29/33829.mp3,children
track_0033830,30/33830.mp3,children
track_0033831,31/33831.mp3,children
track_0033832,32/33832.mp3,children
track_0033833,33/33833.mp3,children
track_0033834,34/33834.mp3,children
track_0033835,35/33835.mp3,children
track_0033836,36/33836.mp3,children
track_0033837,37/33837.mp3,children
track_0034008,08/34008.mp3,meditative	relaxing
track_0034009,09/34009.mp3,meditative	relaxing
track_0034010,10/34010.mp3,meditative	relaxing
track_0034015,15/34015.mp3,meditative	relaxing
track_0034517,17/34517.mp3,energetic
track_0034518,18/34518.mp3,energetic
track_0034519,19/34519.mp3,energetic
track_0034520,20/34520.mp3,energetic
track_0034696,96/34696.mp3,film
track_0035166,66/35166.mp3,ballad
track_0035167,67/35167.mp3,ballad
track_0035168,68/35168.mp3,ballad
track_0035171,71/35171.mp3,ballad
track_0035173,73/35173.mp3,ballad
track_0035174,74/35174.mp3,ballad
track_0035321,21/35321.mp3,dark
track_0035744,44/35744.mp3,positive
track_0035745,45/35745.mp3,relaxing
track_0035747,47/35747.mp3,ballad	slow
track_0035749,49/35749.mp3,positive
track_0035750,50/35750.mp3,relaxing
track_0036655,55/36655.mp3,dramatic	emotional	epic	uplifting
track_0036656,56/36656.mp3,action	dramatic	emotional	epic	powerful
track_0036657,57/36657.mp3,action	dramatic	emotional	epic	melancholic
track_0036698,98/36698.mp3,calm
track_0036708,08/36708.mp3,dark
track_0036709,09/36709.mp3,dark
track_0036710,10/36710.mp3,dark
track_0036711,11/36711.mp3,dark
track_0036712,12/36712.mp3,dark
track_0036713,13/36713.mp3,dark
track_0036714,14/36714.mp3,dark
track_0036715,15/36715.mp3,dark
track_0036983,83/36983.mp3,calm
track_0036985,85/36985.mp3,documentary	film
track_0037570,70/37570.mp3,dream
track_0038117,17/38117.mp3,film	soft
track_0038275,75/38275.mp3,soundscape
track_0038284,84/38284.mp3,documentary	soft
track_0038656,56/38656.mp3,advertising	corporate
track_0038657,57/38657.mp3,advertising
track_0038659,59/38659.mp3,advertising
track_0038661,61/38661.mp3,advertising	corporate
track_0038663,63/38663.mp3,advertising
track_0038666,66/38666.mp3,advertising	documentary
track_0038668,68/38668.mp3,advertising
track_0038671,71/38671.mp3,advertising	documentary
track_0038674,74/38674.mp3,advertising	corporate	documentary
track_0038767,67/38767.mp3,calm	melodic	relaxing	soft
track_0038768,68/38768.mp3,calm	melodic	relaxing	soft
track_0038769,69/38769.mp3,calm	melodic	relaxing	soft
track_0038770,70/38770.mp3,calm	melodic	relaxing	soft
track_0038771,71/38771.mp3,calm	melodic	relaxing	soft
track_0038772,72/38772.mp3,calm	melodic	relaxing	soft
track_0038773,73/38773.mp3,calm	melodic	relaxing	soft
track_0038774,74/38774.mp3,calm	melodic	relaxing	soft
track_0038775,75/38775.mp3,calm	melodic	relaxing	soft
track_0038776,76/38776.mp3,calm	melodic	relaxing	soft
track_0039025,25/39025.mp3,dark
track_0039028,28/39028.mp3,dark
track_0039036,36/39036.mp3,dark
track_0039052,52/39052.mp3,dark
track_0039245,45/39245.mp3,dark
track_0039248,48/39248.mp3,dark
track_0039249,49/39249.mp3,dark
track_0039252,52/39252.mp3,dark
track_0040026,26/40026.mp3,ballad	love	soft
track_0040027,27/40027.mp3,ballad	love	soft
track_0040028,28/40028.mp3,ballad	love	soft
track_0040029,29/40029.mp3,ballad	love	soft
track_0040146,46/40146.mp3,slow
track_0040148,48/40148.mp3,love
track_0040149,49/40149.mp3,love
track_0040151,51/40151.mp3,love
track_0040152,52/40152.mp3,love
track_0040153,53/40153.mp3,love
track_0040155,55/40155.mp3,love
track_0040156,56/40156.mp3,love
track_0040157,57/40157.mp3,love
track_0040158,58/40158.mp3,love
track_0040159,59/40159.mp3,love
track_0040160,60/40160.mp3,love
track_0040161,61/40161.mp3,love
track_0040162,62/40162.mp3,love
track_0040344,44/40344.mp3,action	epic
track_0040347,47/40347.mp3,dramatic	epic
track_0040620,20/40620.mp3,energetic
track_0040630,30/40630.mp3,sport
track_0040635,35/40635.mp3,meditative	relaxing
track_0040636,36/40636.mp3,meditative	relaxing
track_0040637,37/40637.mp3,meditative	relaxing
track_0040638,38/40638.mp3,meditative	relaxing
track_0040639,39/40639.mp3,meditative	relaxing
track_0040640,40/40640.mp3,meditative	relaxing
track_0040823,23/40823.mp3,adventure
track_0041940,40/41940.mp3,melodic
track_0041941,41/41941.mp3,melodic
track_0041943,43/41943.mp3,melodic
track_0041947,47/41947.mp3,melodic
track_0041948,48/41948.mp3,melodic
track_0041949,49/41949.mp3,melodic
track_0041963,63/41963.mp3,calm
track_0041966,66/41966.mp3,calm
track_0041974,74/41974.mp3,dark
track_0041976,76/41976.mp3,calm
track_0042761,61/42761.mp3,space
track_0042762,62/42762.mp3,space
track_0042763,63/42763.mp3,space
track_0042764,64/42764.mp3,space
track_0042765,65/42765.mp3,space
track_0042766,66/42766.mp3,space
track_0042767,67/42767.mp3,space
track_0042768,68/42768.mp3,space
track_0043030,30/43030.mp3,dark
track_0043031,31/43031.mp3,dark
track_0043032,32/43032.mp3,dark
track_0043033,33/43033.mp3,dark
track_0043034,34/43034.mp3,dark
track_0043035,35/43035.mp3,dark
track_0043037,37/43037.mp3,dark
track_0043038,38/43038.mp3,dark
track_0043039,39/43039.mp3,dark
track_0043040,40/43040.mp3,dark
track_0043041,41/43041.mp3,dark
track_0043042,42/43042.mp3,dark
track_0043044,44/43044.mp3,dark
track_0043045,45/43045.mp3,dark
track_0043046,46/43046.mp3,dark
track_0043047,47/43047.mp3,dark
track_0043884,84/43884.mp3,ballad
track_0044670,70/44670.mp3,energetic
track_0044674,74/44674.mp3,sad
track_0044675,75/44675.mp3,film
track_0044676,76/44676.mp3,film	travel
track_0045570,70/45570.mp3,dark	sad
track_0045605,05/45605.mp3,dark	dream
track_0045607,07/45607.mp3,dark	dream
track_0046189,89/46189.mp3,relaxing
track_0046190,90/46190.mp3,relaxing
track_0046191,91/46191.mp3,relaxing
track_0046192,92/46192.mp3,relaxing
track_0046193,93/46193.mp3,relaxing
track_0046194,94/46194.mp3,relaxing
track_0046195,95/46195.mp3,relaxing
track_0046563,63/46563.mp3,relaxing
track_0046565,65/46565.mp3,meditative	relaxing
track_0046570,70/46570.mp3,relaxing
track_0046571,71/46571.mp3,relaxing
track_0047390,90/47390.mp3,dream
track_0047391,91/47391.mp3,dream
track_0047392,92/47392.mp3,dream
track_0047393,93/47393.mp3,dream
track_0047395,95/47395.mp3,dream
track_0047396,96/47396.mp3,dream
track_0047397,97/47397.mp3,dream
track_0047398,98/47398.mp3,dream
track_0047400,00/47400.mp3,dream
track_0047401,01/47401.mp3,dream
track_0047402,02/47402.mp3,dream
track_0047403,03/47403.mp3,dream
track_0047404,04/47404.mp3,dream	melancholic
track_0047455,55/47455.mp3,ballad
track_0047456,56/47456.mp3,ballad
track_0047457,57/47457.mp3,ballad
track_0047458,58/47458.mp3,ballad
track_0047459,59/47459.mp3,ballad
track_0048044,44/48044.mp3,energetic	relaxing
track_0048045,45/48045.mp3,energetic	relaxing
track_0048046,46/48046.mp3,energetic	relaxing
track_0048047,47/48047.mp3,energetic	relaxing
track_0048048,48/48048.mp3,energetic	relaxing
track_0048049,49/48049.mp3,energetic	relaxing
track_0048164,64/48164.mp3,sexy
track_0048165,65/48165.mp3,ballad	romantic
track_0048172,72/48172.mp3,dream	love	romantic	slow
track_0048379,79/48379.mp3,dark
track_0048380,80/48380.mp3,dark
track_0048381,81/48381.mp3,dark
track_0048382,82/48382.mp3,dark
track_0048383,83/48383.mp3,dark
track_0048384,84/48384.mp3,dark
track_0048388,88/48388.mp3,dark
track_0048719,19/48719.mp3,relaxing
track_0048720,20/48720.mp3,relaxing
track_0048721,21/48721.mp3,relaxing
track_0048722,22/48722.mp3,relaxing
track_0048723,23/48723.mp3,relaxing
track_0048724,24/48724.mp3,relaxing
track_0048725,25/48725.mp3,relaxing
track_0048726,26/48726.mp3,relaxing
track_0048727,27/48727.mp3,relaxing
track_0048843,43/48843.mp3,ballad	soft
track_0048845,45/48845.mp3,soft
track_0048846,46/48846.mp3,slow
track_0048963,63/48963.mp3,meditative	space
track_0048966,66/48966.mp3,meditative	melancholic	space
track_0048972,72/48972.mp3,meditative	space
track_0048976,76/48976.mp3,meditative	space
track_0048978,78/48978.mp3,epic	meditative	space
track_0048979,79/48979.mp3,meditative	relaxing	space
track_0049019,19/49019.mp3,film	movie
track_0049020,20/49020.mp3,film	movie
track_0049021,21/49021.mp3,film	movie
track_0049022,22/49022.mp3,film	movie
track_0049023,23/49023.mp3,film	movie
track_0049024,24/49024.mp3,film	movie
track_0049025,25/49025.mp3,film	movie
track_0049026,26/49026.mp3,film	movie
track_0049027,27/49027.mp3,film	movie
track_0049028,28/49028.mp3,film	movie
track_0049029,29/49029.mp3,film	movie
track_0049030,30/49030.mp3,film	movie
track_0049031,31/49031.mp3,film	movie
track_0049032,32/49032.mp3,film	movie
track_0049033,33/49033.mp3,film	movie
track_0049034,34/49034.mp3,film	movie
track_0049035,35/49035.mp3,film	movie
track_0049036,36/49036.mp3,film	movie
track_0049037,37/49037.mp3,film	movie
track_0049038,38/49038.mp3,film	movie
track_0049039,39/49039.mp3,film	movie
track_0049040,40/49040.mp3,film	movie
track_0049041,41/49041.mp3,film	movie
track_0049100,00/49100.mp3,meditative
track_0053217,17/53217.mp3,documentary
track_0053218,18/53218.mp3,calm
track_0053219,19/53219.mp3,calm	film
track_0057861,61/57861.mp3,melodic
track_0064073,73/64073.mp3,fast
track_0064074,74/64074.mp3,fast
track_0064075,75/64075.mp3,energetic	hopeful	sad
track_0064077,77/64077.mp3,nature
track_0064078,78/64078.mp3,calm	sad
track_0064079,79/64079.mp3,energetic
track_0066942,42/66942.mp3,commercial
track_0066943,43/66943.mp3,commercial
track_0066945,45/66945.mp3,drama
track_0066946,46/66946.mp3,commercial
track_0066947,47/66947.mp3,commercial
track_0066949,49/66949.mp3,commercial
track_0066952,52/66952.mp3,drama	emotional
track_0066953,53/66953.mp3,commercial
track_0066954,54/66954.mp3,commercial
track_0066955,55/66955.mp3,drama	emotional
track_0070988,88/70988.mp3,dream
track_0070991,91/70991.mp3,melodic
track_0070994,94/70994.mp3,dream
track_0072638,38/72638.mp3,dream
track_0072641,41/72641.mp3,dream
track_0072645,45/72645.mp3,dream
track_0072830,30/72830.mp3,cool
track_0072831,31/72831.mp3,cool
track_0072832,32/72832.mp3,cool
track_0072833,33/72833.mp3,cool
track_0072834,34/72834.mp3,cool
track_0072836,36/72836.mp3,cool
track_0072837,37/72837.mp3,cool
track_0072838,38/72838.mp3,cool
track_0072839,39/72839.mp3,cool
track_0072840,40/72840.mp3,cool
track_0072841,41/72841.mp3,cool
track_0073073,73/73073.mp3,space
track_0073076,76/73076.mp3,space
track_0073078,78/73078.mp3,space
track_0073080,80/73080.mp3,space
track_0073149,49/73149.mp3,energetic	sport
track_0073151,51/73151.mp3,commercial
track_0073152,52/73152.mp3,commercial
track_0073153,53/73153.mp3,commercial
track_0073154,54/73154.mp3,energetic	sport
track_0073155,55/73155.mp3,commercial
track_0073157,57/73157.mp3,energetic	sport
track_0073158,58/73158.mp3,sport
track_0073159,59/73159.mp3,sport
track_0073985,85/73985.mp3,adventure	corporate
track_0073986,86/73986.mp3,adventure	corporate
track_0073987,87/73987.mp3,adventure	corporate
track_0073988,88/73988.mp3,adventure	corporate
track_0073989,89/73989.mp3,adventure	corporate
track_0073990,90/73990.mp3,adventure	corporate
track_0073991,91/73991.mp3,adventure	corporate
track_0073992,92/73992.mp3,adventure	corporate
track_0073993,93/73993.mp3,adventure	corporate
track_0073994,94/73994.mp3,adventure	corporate
track_0073995,95/73995.mp3,adventure	corporate
track_0073996,96/73996.mp3,adventure	corporate
track_0073997,97/73997.mp3,adventure	corporate
track_0073998,98/73998.mp3,adventure	corporate
track_0073999,99/73999.mp3,adventure	corporate
